title,company,company_link,date,link,insights,description
Backend Engineer - Performance,Boo,,2024-03-03,https://th.linkedin.com/jobs/view/backend-engineer-performance-at-boo-3845286357?position=15&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=khy1pb3IT9EY83KW7Ag1bg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Boo careers

Personality Social App

Boo is a personality-based social/dating app that allows you to deeply understand anyone and connect with people who intuitively understand you.

Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

The Role

You Will Be Responsible For


Focus more on optimizing system performance.
Monitoring system performance and ensuring reliability and availability.
Implement and optimize data models, database schemas, and queries to support the platform's functionality and performance requirements.


Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

Ideal Profile


You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 2 years experience, ideally within a Network Engineer / Systems Engineer or Performance Marketing role.
You have working knowledge of performance optimization, improve performance, improved speed, lowered cost, increased stability and efficiency


Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

What's on Offer?


Strong opportunities to progress your career
Fantastic work culture
Opportunity to make a positive impact
Show more "
Java Developer (Retail Platform),Makro PRO,,2024-03-07,https://th.linkedin.com/jobs/view/java-developer-retail-platform-at-makro-pro-3779321673?position=16&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=qmG%2BwkdtYrt5fLlmErTftA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Ability to write effective database programs.
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation
Work with data scientists and analysts to improve software


Requirements


Demonstrable experience in Core Java, Spring Boot,XML
Good knowledge on JBoss Seam, JSF, Hibernate, JBoss7.x
Knowledge on working with Oracle Database and Familiar with Redis DB.
Deep knowledge of Object-Oriented programing and engineering principles like SOLID
Significant experience writing and utilizing RESTful APIs,GraphQL API's, asynchronous message queues, and services and performance tuning large scale apps
Experience with building and maintaining large scale distributed architectures (e.g. microservices-based)
Knowledge on Redis is added advantage.
Comfortable with AWS tools including ECS, Cloudwatch,Lambda, RDS - Certification is a big plus
Comfortable with modern devops best practices and tools including Kubernetes, Terraform, CI/CD, ElasticSearch
Excellent communication and teamwork skills.
Degree in Computer Science or related field.
Show more "
"Frontend Developer (ReactJS, VueJS, JavaScript)",Garena,,2024-03-11,https://th.linkedin.com/jobs/view/frontend-developer-reactjs-vuejs-javascript-at-garena-3847480019?position=17&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=1Jw6iL8%2B%2FI2%2F1114b7%2Fyvg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Descriptions:

Work with designers and product owners to build quality web UI from design
Work with UX designer to deliver high-quality UI product
Work with back end developers to integrate business logic with interactive UI
Create responsive web UI to support all mobile and desktop devices
Research to improve front end technologies and practices




Qualifications:

Highly skilled at front-end engineering using Reactjs, Vuejs, CSS, as well as CSS preprocessors such as Sass, Less, or Stylus.
Very well familiar with the concept of responsive web design and able to create great UI to support all mobile and desktop devices.
Knowledge of CSS animation will be a plus.
1-2 years of experience in front end developer
Be a good team player




Office Location:

AIA Capital Center Ratchada (Monday to Friday 10.00 am - 19.00 pm)
Show more "
Backend Developer (C# .NET),Robert Walters,,2024-03-20,https://th.linkedin.com/jobs/view/backend-developer-c%23-net-at-robert-walters-3864748481?position=18&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=jeHSzRLcgvOTbw8O77GbBQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Our client is seeking a talented and dedicated Backend Developer (x1 vacancy) with expertise in C#.Net to join their dynamic team. This role offers the opportunity to develop backend systems for financial services, utilising your strong knowledge of coding and SQL, ASP.NET, C#.NET, ASP, AJAX, HTML5.

What You'll Do

In this role, you will be developing robust and efficient backend systems for financial services. This role offers a competitive base salary with attractive benefits.


Developing robust and efficient backend systems for financial services
Applying your strong knowledge of coding using SQL, ASP.NET, C#.NET, ASP, AJAX, HTML5
Contributing to system analysis to ensure optimal performance
Collaborating with cross-functional teams to define system requirements
Ensuring code quality through rigorous testing and debugging
Maintaining up-to-date documentation of system design and operation


What You Bring

The successful candidate will have the chance to contribute significantly to system analysis and development within a supportive and collaborative environment.


Proven experience as a Backend Developer with expertise in C#.Net
Strong knowledge of coding using SQL, ASP.NET, C#.NET, ASP, AJAX, HTML5
Experience in system analysis and development
Ability to collaborate effectively with cross-functional teams
Strong problem-solving skills and attention to detail
Excellent communication skills


What Sets The Company Apart

This reputable company believes in investing and developing their people for the next generations. The scope of the offer, the size of the business, the freedom and autonomy to drive your career forward all adds up to a great place to work.

What’s Next

Ready to elevate your career? Don’t miss out on this thrilling opportunity!

Apply today by clicking on the link!

Due to the high volume of applications, our team will only be in touch if your application is shortlisted.

Robert Walters Recruitment (Thailand) Limited

Recruitment License No.: น. 1188 / 2551
Show more "
ICL_Backend Engineer(U303),"Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院)",,2024-03-19,https://th.linkedin.com/jobs/view/icl-backend-engineer-u303-at-industrial-technology-research-institute-itri-%E5%B7%A5%E6%A5%AD%E6%8A%80%E8%A1%93%E7%A0%94%E7%A9%B6%E9%99%A2-%E5%B7%A5%E7%A0%94%E9%99%A2-3860363919?position=19&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=8VjuZ2Dh4bEK79w6Lj1PMw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"This position is in ITRI's Information and Communications Research Laboratories (ICL), based on our main campus in Hsinchu County, Taiwan.




Job content:

1. Cooperate with the project team to develop the backend system and interface.

2. Database structure design, construction and maintenance

3. Through exploration and analysis of data to optimize applications




Criteria:

1. Education level: Master or above,

2. Major: Computer Science / Information Engineering / Mathematics / Electrical Engineering / Control Engineering and related.

3.Skills:

Familiar with one of: PHP or node.js or Perl

Familiar with MySQL or BigQuery or other SQ

4. Experience in data processing and data analysis

Experience in participating in large-scale projects or working with teams in other fields

5. Personality:

Proactive, responsible, good teamwork and self-management skills, willing to try new technologies and fields

Show more "
Full Stack Engineer,"Angstrom X Co.,Ltd.",,2024-03-27,https://th.linkedin.com/jobs/view/full-stack-engineer-at-angstrom-x-co-ltd-3869788309?position=20&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=baE1kgjm2ryC1A3QZfqxQA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"E-commerce Order Management System (OMS) development
Show more "
Java Developer - Application Development Associate,Accenture Southeast Asia,,2024-03-25,https://th.linkedin.com/jobs/view/java-developer-application-development-associate-at-accenture-southeast-asia-3870870208?position=23&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=JEuG6uU4hXUZ05q2ytwDaw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description Implement high quality, scalable and extendable JAVA solutions Provide guidance and direction to stakeholders to deliver on their expectations Explore new business solutions to continually enhance functionality that fulfills user needs Provide expert advice and leadership on standards and methodologies of application design and functionality

Qualifications: Bachelor’s degree or higher in Computer Engineering, Computer Sciences, IT, Information System, or related field. Fresh graduates are welcome. At least 2 years of experience in Java programming for Junior level Minimum 4 years of experience for Senior level; Java-based language experience Familiar with Java Enterprise Edition (J2EE), Spring Boot, Microservices, OOP, Oracle database Ability to work in a team environment delivering quality software that meets requirements working to a timeline Good command of English both written and spoken Motivated to be continually enhancing your skills to be aware of the latest software development Be a self-starter and recognize when issues need to be raised


Show more "
Java Developer (Spring boot),Accenture Southeast Asia,,2024-03-25,https://th.linkedin.com/jobs/view/java-developer-spring-boot-at-accenture-southeast-asia-3870866906?position=24&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=ssKzegP06dbA%2BMuZ6Zvzxg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description Implement high quality, scalable and extendable JAVA solutions Provide guidance and direction to stakeholders to deliver on their expectations Explore new business solutions to continually enhance functionality that fulfills user needs Provide expert advice and leadership on standards and methodologies of application design and functionality

Qualifications:

Bachelor’s degree or higher in Computer Engineering, Computer Sciences, IT, Information System, or related field. Fresh graduates are welcome. At least 2 years of experience in Java programming for Junior level Minimum 4 years of experience for Senior level; Java-based language experience Familiar with Java Enterprise Edition (J2EE), Spring Boot, Microservices, OOP, Oracle database Ability to work in a team environment delivering quality software that meets requirements working to a timeline Good command of English both written and spoken Motivated to be continually enhancing your skills to be aware of the latest software development Be a self-starter and recognize when issues need to be raised


Show more "
Java Developer - Application Development Analyst,Accenture Southeast Asia,,2024-03-28,https://th.linkedin.com/jobs/view/java-developer-application-development-analyst-at-accenture-southeast-asia-3870867541?position=25&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=Vra2gVUDVBaeokAEAelrfQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description Implement high quality, scalable and extendable JAVA solutions Provide guidance and direction to stakeholders to deliver on their expectations Explore new business solutions to continually enhance functionality that fulfills user needs Provide expert advice and leadership on standards and methodologies of application design and functionality

Qualifications: Bachelor’s degree or higher in Computer Engineering, Computer Sciences, IT, Information System, or related field. Fresh graduates are welcome. At least 2 years of experience in Java programming for Junior level Minimum 4 years of experience for Senior level; Java-based language experience Familiar with Java Enterprise Edition (J2EE), Spring Boot, Microservices, OOP, Oracle database Ability to work in a team environment delivering quality software that meets requirements working to a timeline Good command of English both written and spoken Motivated to be continually enhancing your skills to be aware of the latest software development Be a self-starter and recognize when issues need to be raised


Show more "
"Full Stack Developer, Trilogy (Remote) - $60,000/year USD",Crossover,,2024-03-29,https://th.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%2460-000-year-usd-at-crossover-3871152690?position=26&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=vgfmLQn%2BBawWMAKZ0Fs09Q%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, Trilogy. Have you got what it takes?

Are you ready to redefine the landscape of software development with AI at your fingertips? Trilogy is on the hunt for pioneering spirits. As we embrace an AI-First approach, we're not just adapting to the future—we're creating it. If you see AI as your ally, ready to augment your every task and unlock new realms of efficiency and creativity, this is your arena.

In the vast expanse of software engineering, only a select few dare to tread where technology meets untapped potential. At Trilogy, we're offering more than a job; we're offering a revolution. A place where AI doesn't replace you but elevates you to a status akin to a sorcerer of code—conjuring solutions, debugging spells, and engineering marvels at a pace and precision beyond mere mortal reach.

This isn't just software development; it's software development reborn. You'll build AI Second Brains that distill domains into essence, wielding RAG vector stores as your crystal ball to foresee and fix bugs before they hatch. Your mission: to catapult our suite of enterprise software into the stratosphere of innovation, satisfaction, and user experience.

Trilogy is for the brave, the curious, and the forward-thinking. We're remapping the world of work with AI as our compass. Ready to join the journey?

What You Will Be Doing


Empowering Projects with AI: Initiate every project with AI, from building features to debugging and diagnosing defects.
Crafting AI 2nd Brains: Create AI-driven summaries of product, domain, or company knowledge, making you and your team smarter and faster.
Harnessing RAG for Bug Hunting: Use Retrieval-Augmented Generation vector stores to sniff out and squash bugs with unmatched efficiency.
Innovating with Cloud and On-prem Solutions: Work on AWS-based cloud-native applications and on-prem products, ensuring they're infused with AI magic.
Becoming an AI Pioneer: Lead the charge in integrating AI into software engineering, proving it's a force multiplier, not a replacement.


What You Won’t Be Doing


Manual Debugging Drudgery: Forget the old ways of debugging. You're equipped with AI to spot and solve issues effortlessly.
Commanding the Front Lines, Not Muddling through Management: Here, your genius lies in weaving code into solutions, not in marshaling troops or being stuck in project management meetings.


Full Stack Developer Key Responsibilities

Transform software development with AI augmentation, leading Trilogy's products to new heights of innovation, efficiency, and user experience.

Basic Requirements


At least 2 years of experience in software development
Proficiency in Java and C#.
Experience with cloud services & development (such as Lambda, EC2, PaaS, containerization, EKS, ECS, etc).
A knack for starting every project with AI at the core.
Passion for AI and its potential to enhance software development.
Eagerness to be part of an AI-First future, exploring AI's capabilities beyond conventional applications.


About Trilogy

Hundreds of software businesses run on the Trilogy Business Platform. For three decades, Trilogy has been known for 3 things: Relentlessly seeking top talent, Innovating new technology, and incubating new businesses. Our technological innovation is spearheaded by a passion for simple customer-facing designs. Our incubation of new businesses ranges from entirely new moon-shot ideas to rearchitecting existing projects for today's modern cloud-based stack. Trilogy is a place where you can be surrounded with great people, be proud of doing great work, and grow your career by leaps and bounds.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $30 USD/hour, which equates to $60,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:


You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.


Important! If you do not receive an email from us:


First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply.


Crossover Job Code: LJ-3889-TH-NakhonRa-FullStackDevel1


Show more "
Java full stack developer,GLOINNT Solutions Pvt. Ltd.,,2024-03-12,https://th.linkedin.com/jobs/view/java-full-stack-developer-at-gloinnt-solutions-pvt-ltd-3852528322?position=27&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=izFxxMbhcA%2FkuTWK3oVStA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Role: Java Full Stack with Angular

Experience: 3+ Years

Location: Bangalore

Notice Period: Immediate or 30 days

Job Description


Hands-on experience on Java 1.8(OpenJDK )
Real time experience of Authentication & Authorization Mechanism
Real time experience of Web API JAX-RS implementation (REML/CXF/
Sprint WS)
Knowledge of Microservice architecture
Hands-on experience on Spring, Spring Core, Spring IOC, Spring Data JPA & Spring REST
2+ years of experience of Spring Boot
Experience in Spring Framework
Experience of Hibernate
Expertise of Web Server Apache/Tomcat
Hands-on experience in Maven Build tool/ Jenkins
Real time experience of Database (MYSQL/MS SQL/Oracle / PostGreSQL)
Minimum 2+ years of Experience in Angular6 onwards
AJAX (Asynchronous JavaScript and XML)
Knowledge/Experience of Agile-Scrum/SAFe
Show more "
Programmer Analyst (Full-Stack Developer),TDK,,2024-03-26,https://th.linkedin.com/jobs/view/programmer-analyst-full-stack-developer-at-tdk-3870283302?position=28&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=ZcaCWF6mWJxobKfESLINMg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Summary

Under general supervision, applies systems analysis and design techniques to analyze and evaluate business and/or scientific problems. Devises computer programs and related procedures to process data and resolve problems. Gathers information from users, defines work problems, and develops complete specifications to enable developers to prepare required programs.

Responsibilities


Design and develop user interfaces using HTML, CSS, and your preferred JavaScript framework (AngularJS or React)
Develop secure and scalable back-end APIs using C# (.NET Core or ASP.NET MVC)
Design and implement data models using Entity Framework or similar ORM tools.
Integrate with various data sources through APIs and databases (SQL Server, Oracle DB)
Write clean, maintainable, and well-documented code adhering to best practices.
Collaborate effectively with designers, product managers, and other developers.
Utilize Azure DevOps for version control, continuous integration/continuous delivery (CI/CD), and build automation.
Troubleshoot and debug code to ensure optimal application performance.
Maintains knowledge of current activity with respect to relevant state-of-the-art technology, equipment, and/or systems.
Performs miscellaneous job-related duties as assigned.


Qualifications


Education Required :
Bachelor's degree; at least 1-2 years of experience that is directly related to the duties and responsibilities specified.
Skill Required :
Minimum of 1-2 years of experience as a Full-Stack Developer with strong C# proficiency
Solid understanding of web development principles (HTTP, RESTful APIs)
Experience with building and consuming web APIs.
Experience with Azure DevOps pipelines and CI/CD practices.
Proficiency in either AngularJS or React (mention which framework is preferred)
Experience with relational databases (SQL Server and Oracle Database) and data access technologies (Entity Framework)
Excellent problem-solving and analytical skills
Strong communication and collaboration skills
Ability to work independently and manage multiple tasks effectively.
Experience :
1-4 years.
Show more "
Angular Developer,Accenture Southeast Asia,,2024-03-28,https://th.linkedin.com/jobs/view/angular-developer-at-accenture-southeast-asia-3870867511?position=29&pageNum=0&refId=Ayw5KBHzwo9NbN5VWDyFmg%3D%3D&trackingId=wCW0I%2FWHl4su8woevbPo9w%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Responsibilities:






Responsible for the client side of the service.





Implement a complete user interface in the form of a mobile, hybrid app and desktop web app.





Create modules and reusable components and coupling them together into a functional app.





Assist in doing animations, CSS, responsive design and final HTML output if needed.





Work in a team with the back-end developer, and communicate with the API using standard methods.


Bachelor's Degree in Information Technology, Computer Science or other relevant fields


At least 2 years relevant experience


Extensive experience in AngularJS



Show more "
Devops Engineer,JB Hired,,2024-03-30,https://th.linkedin.com/jobs/view/devops-engineer-at-jb-hired-3875227501?position=1&pageNum=0&refId=Vwc1Pke5GK9%2Bw4zdjRgRFQ%3D%3D&trackingId=MAYcJnVtmk0oV%2FqTIma7zg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description:

We're looking for a skilled DevOps Engineer to collaborate closely with Tech Leads and developers across teams, focusing on automating pipelines and CI/CD processes. The role involves developing self-serve tools for SDLC support, configuring infrastructure using IaaS/PaaS, and deploying application artifacts to target environments.

Responsibilities:


Develop automation pipelines and CI/CD processes in collaboration with Tech Leads and developers.
Develop self-serve tools and artifacts to support SDLC processes (e.g., containerized development environments, testing environments, etc.).
Configure infrastructure using IaaS/PaaS products and own developed tools.
Actively participate in deploying application artifacts to appropriate target environments.
Participate in planning delivery time, code quality, and process efficiency improvement projects.
Perform maintenance tasks such as infrastructure health checks and monitoring.
Identify bottlenecks in development and deployment processes and design automation solutions to mitigate them.
Maintain and grow knowledge of platform configuration management, monitoring, and troubleshooting.
Collaborate with the rest of the DevOps team to deliver consistent and holistic solutions to the organization.



Requirements:


Proficiency in Python, Bash, or Perl scripting languages.
Demonstrated experience in building and managing large-scale, cloud-based container platforms within both IaaS and PaaS environments.
Familiarity with deployment automation tools including Terraform, Puppet, Chef, and Ansible.
Previous experience with the AWS platform is highly desired; certification is a plus.
Hands-on experience with containers and orchestration technologies like Kubernetes.
Knowledge of continuous integration tools such as GitlabCI, Jenkins, Maven, Ant, Git, and Sonar, alongside familiarity with security automation tools for static application security testing.

Show more "
DevOps Engineer,Xponential,,2024-03-20,https://th.linkedin.com/jobs/view/devops-engineer-at-xponential-3864796087?position=2&pageNum=0&refId=Vwc1Pke5GK9%2Bw4zdjRgRFQ%3D%3D&trackingId=k4lIk391aP7doRo2zwyc%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"XPONENTIAL, the SuperApp SaaS Company, a partnership between Siam Piwat Group and Pivot Digital, redefines the game in digital consumer and business partner experience. Stationed next to the Siam BTS, we're the masterminds behind the ONESIAM SUPERAPP and are on a mission to build a kick-ass SaaS platform.




🚀 Opportunity Alert: DevOps Engineer who loves building new platforms 🚀

Responsibilities:

Establish continuous delivery pipelines in a cloud-based environment.
Manage and optimize the cloud environment for production applications.
Implement infrastructure as code for server setup and system management.
Drive the cloud setup and architecture with the team
Select and use new Gen AI tools to improve the setup




Qualifications:

Proficiency in cloud platforms like AWS, GCP, or Huawei Cloud.
Experience with CI/CD tools
Hands-on experience with containerization and orchestration tools such as Docker and Kubernetes.
Strong scripting and automation skills (Python, Golang, or Bash).
Experience with infrastructure as code (Terraform).
Thai language skills are required.




We're looking for DevOps Engineers who are passionate about building new platforms and committed to driving innovation through new tech.




We'd love to connect with you if you're eager to be at the forefront of our development and operations, enhancing our delivery speed and product quality.

Show more "
DevOps Engineer,Amity Solutions,,2024-03-08,https://th.linkedin.com/jobs/view/devops-engineer-at-amity-solutions-3832316339?position=3&pageNum=0&refId=Vwc1Pke5GK9%2Bw4zdjRgRFQ%3D%3D&trackingId=8Gx4zz0G0QULI2FrDRhdbw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Join Amity Solutions!

At Amity Solutions, we are driven by a powerful vision: to revolutionize the way businesses connect and engage with their customers and employees. Our dedication to innovation and cutting-edge technology has led us to craft a suite of groundbreaking solutions that cater to the digital needs of modern enterprises.

With a focus on enhancing communication, productivity, and customer satisfaction, our core offerings include Enterprise AIChatbot Platform that streamlines interactions, AI-based generative Chatbots that learn and adapt, and pre-built social features designed to enhance the engagement of apps and websites. But we don't stop there. We understand that engaged employees are the heart of successful organizations, and that's why we also offer building blocks for creating captivating employee experiences. These experiences foster collaboration, boost morale, and contribute to a vibrant company culture.

Hundreds of enterprises, including Kasikorn Bank, True ID, and Airasia, have already experienced the transformative power of our AI solutions. Amity Solutions platforms are used to send over 27 million messages per month and enable employee interactions for over 600 thousand end users.

For more information about Amity Solutions visit our website: https://www.amitysolutions.com

Your impact:


DevOps Engineers at Amity Solutions are hybrid Software/System engineers who ensure that our service runs smoothly and have the capacity for future growth. Also, help developers get software out the door more quickly and with security in mind on our cloud native application. You are expected to learn and expand on your engineering knowledge and experiences to build a world-class product together.


How do we work?


We value efficiency and are always looking for ways to improve our tech stack to provide the best experience to our users. Our commitment to the latest developments in React, Mobx, Node.js, and native iOS and Android frameworks allows us to iterate quickly while providing a clean, maintainable architecture that's a joy to develop on.
We put emphasis on the quality of the code, where each piece of the code will require unit tests and will be reviewed by at least two other backend engineers before merging any change.


Your day-to-day responsibilities:


Manage all aspects of infrastructure operations and management of cloud-based UAT/production systems to ensure availability, performance, and scalability
Manage, innovate and create new processes, automation, information security and tooling that continuously improve our product and services' availability, scalability, latency, and efficiency
Define strategy and procedures for 24x7 site reliability, escalation workflows, production incident resolution, and disaster recovery plans
Ownership of all Cloud, Network, Virtualization Server, Datacenter, and related services on AWS service across our product
Build application orchestration framework to host various types of production workloads, covering services management, big data jobs, and distributed storage services.
Oversee budgeting for technology infrastructure and cloud computing
Effectively communicate with all levels of management and across all functional areas regarding applicable IT priorities and project statuses
Design and build flexible distributed resources and tasks scheduling framework to meet various needs
Design and build cluster federation, horizontal scaling, vertical scaling, and co-location solutions to optimize resource utilization


Your profile:


Degree in Computer Science/Engineering, similar technical field of study or equivalent practical experience
Hands on Linux administration experience, we use mostly Ubuntu
Cloud experience with AWS Server based architecture
IaC and configuration management experience e.g. Terraform and Ansible
Overseeing and working on application design on Cloud
Preferably AWS certified (At least in a Professional Level)
Experience in Kubernetes e.g. EKS, MongoDB, CI/CD experience e.g. GitLab CI and Jenkins
Experience to run Node.Js based applications
Experience with Agile methodology
Interested in blockchain technology and having knowledge about blockchain is a plus
Knowledge of SAML and OIDC for Active Directory synchronization is a plus
Native in Thai with good English proficiency


What’s in it for you:


Check out more about our company, Bangkok team and our benefits - https://www.amity.co/career/ba...


#D


Show more "
Site Reliability Engineer (SRE),2C2P,,2024-03-29,https://th.linkedin.com/jobs/view/site-reliability-engineer-sre-at-2c2p-3872257699?position=4&pageNum=0&refId=Vwc1Pke5GK9%2Bw4zdjRgRFQ%3D%3D&trackingId=lbZnk9FbNMf%2BUmECOZnIQQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"2C2P is looking for a Site Reliability Engineer (SRE) to join its growing team in Thailand. If you have the right skills & experience and look for a new rewarding challenge, don&#39;t wait!

Join us and share our vision in providing the best payment services in Asia.

Responsibilities

Implement/Improve SRE principles by working with Infra/DevOps members and engineers in the greater organization to spread SRE knowledge and best practices.
Responsible as a multi-hat team member with software and system engineer mindset, passion for system reliability and observability
Build reliability as a feature into our core infrastructure and applications

Qualification

Knowledge of scalable production architectures (config management, monitoring, infrastructure-as-a-code, load balancing, CDNs, distributed systems)
Experience with cloud infrastructure (e.g. AWS, Alibaba cloud), Kubernetes, and most of the following technologies: Helm, Docker, Terraform, Graylog, Prometheus, Jaeger, Kafka/RabbitMQ
Good understanding of the SLIs, SLOs, and SLAs concepts
Experience in using data/metrics/logs to diagnose and troubleshoot complex systems
Experience as a software developer, preferably polyglot [C#, Python or Go]
Ability to work anywhere in the stack
Knowledge of operating system internals
Familiarity with operations: metrics/statistics, incident management, post mortems, etc.
Good understanding of MTTD, MTTR, and MTBF metrics
Have ""Automate things, removing toils"" in your DNA
Strong passion about observability and sharing knowledge

Working arrangement: Work at the office 100% at Empire Tower (BTS Chong NonSri)

We offer an attractive remuneration package, a fast-paced and exciting working environment, and provide challenging opportunities for life-long learning and career development.

Interested candidates are invited to send your comprehensive resume with current and expected salary package via this job ad. Please note that only shortlisted candidates will be notified.

Please consult our Candidate Privacy Notice to know more about how we collect, use and transfer our candidates’ information: https://2c2p.com/candidate-privacy-notice.

By submitting your resume and information, you acknowledge that you have read our privacy policy and consent to receive email and/or other electronic messaging communication from 2C2P.

Show more "
DevOps,Swift Dynamics,,2024-03-25,https://th.linkedin.com/jobs/view/devops-at-swift-dynamics-3866387762?position=5&pageNum=0&refId=Vwc1Pke5GK9%2Bw4zdjRgRFQ%3D%3D&trackingId=M62YYegpyTVGp2qVVma7%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Swift Dynamics provides world-class solutions to customers around the world. Our Software Department is looking for an experience AWS DevOps to join our team.




Responsibilities

Defining and setting development, test, release, update, and support processes for DevOps operation
Have the technical skill to review, verify, and validate the software code developed in the project.
Identifying and deploying cyber security measures by continuously performing vulnerability assessment and risk management
Selecting and deploying appropriate CI/CD tools
Strive for continuous improvement and build continuous integration, continuous development, and constant deployment pipeline (CD/CI Pipeline)




Requirements

Bachelor Degree in Software Science, Software Engineering, Computer Science, MIS, IT or related filed
Experience working on Linux based infrastructure and AWS Cloud
Excellent understanding of Ruby, Python, Perl, and Java
Configuration and managing databases such as MySQL, Mongo
Excellent troubleshooting
Working knowledge of various tools, open-source technologies, and cloud services




Live your dream life, and unlock your true potential at Swift Dynamics!

Show more "
